provider,document,version,is_companion,publication_date,date_source,currently_hosted,retrieved_from,retrieval_url,wayback_capture_timestamp,local_filename,sha256,txt_filename,revision_account_exists,revision_account_filename,revision_account_source,saferai_quote_check,notes
Google DeepMind,Frontier Safety Framework,v2.0-reupload-20250328,no,2025-02-04,cover: '4th February 2025'; page 9 records correction dated 21 March 2025,yes,provider,https://deepmind-media.storage.googleapis.com/DeepMind.com/Blog/updating-the-frontier-safety-framework/Frontier%20Safety%20Framework%202.0.pdf,,documents/google-deepmind_fsf_v2.0-reupload-20250328_2025-02-04.pdf,14a48e4ef052fba75b651ea23845c2e9557f5c638e2767656decc6410861aae3,documents/google-deepmind_fsf_v2.0-reupload-20250328_2025-02-04.txt,yes,changelogs/google-deepmind_fsf_v2.0-reupload-20250328_2025-02-04_revision-account.md,announcement post https://deepmind.google/blog/updating-the-frontier-safety-framework/; in-document changelog page 9 'Updates and changes',pass,"SILENT VARIANT: adds a ninth page 'Updates and changes' recording 'Fixed an incorrect link to Google's AI Principles webpage (21 March 2025)' and changes the page-1 AI Principles hyperlink from https://blog.google/technology/ai/ai-principles/ to https://ai.google/responsibility/principles/; body text otherwise identical to the 13 February variant. Live file sha256 identical to Wayback capture 20250328105532 (first capture showing it). neighbour captures before: 20250205011727 7FSXTJFC, 20250205021314 7FSXTJFC; after: 20250417020603 CANPYOST, 20250507213737 CANPYOST, 20250515000820 CANPYOST. SaferAI phrase on page 6."
Google DeepMind,Frontier Safety Framework,v3.0,no,2025-09-22,"cover: 'Version 3.0 Published: September 22, 2025'",yes,provider,https://deepmind-media.storage.googleapis.com/DeepMind.com/Blog/strengthening-our-frontier-safety-framework/frontier-safety-framework_3.pdf,,documents/google-deepmind_fsf_v3.0_2025-09-22.pdf,87ebf40b747b98468226b2198442b45ff54854975f6e9882d9ece2d009082fe5,documents/google-deepmind_fsf_v3.0_2025-09-22.txt,yes,changelogs/google-deepmind_fsf_v3.0_2025-09-22_revision-account.md,"announcement post https://deepmind.google/blog/strengthening-our-frontier-safety-framework/ as captured https://web.archive.org/web/20260204135940id_/ (pre-edit); in-document section 5.3 'Past Updates and Changes' page 16 (version list only, no change description)",pass,"16 pages. Live sha256 identical to Wayback capture 20250922134959 (request for 20250922133155 redirected there; CDX shows 20250922133155 with the same digest). neighbour captures before: 20250922133155 VJE3GZLE; after: 20250922135530 VJE3GZLE, 20250923041651 VJE3GZLE, 20250923100724 VJE3GZLE (single digest). The announcement post was later edited in place (17 April 2026); the pre-edit capture is quoted. SaferAI phrase 'substantially accelerating from historical rates' on page 13."
Google DeepMind,Frontier Safety Framework,v3.1,no,2026-04-17,"cover: 'Version 3.1 Published: April 17, 2026'; section 5.3 'Version 3.1 (April 17, 2026)'",yes,provider,https://deepmind-media.storage.googleapis.com/DeepMind.com/Blog/strengthening-our-frontier-safety-framework/frontier-safety-framework_3-1.pdf,,documents/google-deepmind_fsf_v3.1_2026-04-17.pdf,ad10d2d240e0d557ecad406dbccedcbb4a70295f8ba8eec46bfe01803cb9c301,documents/google-deepmind_fsf_v3.1_2026-04-17.txt,yes,changelogs/google-deepmind_fsf_v3.1_2026-04-17_revision-account.md,"in-document changelog section 5.3 page 17; announcement post section 'FSF 3.1: Introducing tracked capability levels' added by in-place edit of https://deepmind.google/blog/strengthening-our-frontier-safety-framework/ (marker 'Updated April 17, 2026')",pass,"20 pages. Live sha256 identical to Wayback capture 20260525151112 (earliest; five weeks after publication date). neighbour captures before: none; after: 20260616170224 XTACT2DY, 20260712154220 XTACT2DY, 20260723132341 XTACT2DY (single digest). Secondary sources call this 'v3.0'; the PDF says 'Version 3.1'. No separate announcement post. SaferAI phrase on page 15."
xAI,xAI Risk Management Framework (Draft),draft-2025-02-10,no,2025-02-10,filename 2025.02.10-RMF-Draft.pdf and PDF metadata title 'xAI Risk Management Framework (2.10.2025 Draft)'; earliest Wayback capture 20250210221647; no date in body,no,wayback,https://web.archive.org/web/20250210221647id_/https://x.ai/documents/2025.02.10-RMF-Draft.pdf,20250210221647,documents/xai_rmf_draft-2025-02-10_2025-02-10.pdf,5ba8859b6552d5d3acc929ed22cfb7f0459deb4cf076d5d70c8cf9b9e8ee050f,documents/xai_rmf_draft-2025-02-10_2025-02-10.txt,na,changelogs/xai_rmf_draft-2025-02-10_2025-02-10_revision-account.md,none found,pass,"8 pages, 'DRAFT' watermark. Live URL https://x.ai/documents/2025.02.10-RMF-Draft.pdf returns HTTP 404 (2 Sep 2026). neighbour captures before: none; after: 20250212084642 PTK7NOYW, 20250213011848 PTK7NOYW, 20250213105647 PTK7NOYW: the later captures carry a different CDX digest but capture 20250212084642 was downloaded and is byte-identical (same sha256), so the digest difference is a Wayback transfer artefact. SaferAI Table 9 check: commitment 'we will subject Grok to adversarially testing its safeguards utilizing both internal and qualified external red teams' found on page 4 under 'Addressing Risks of Malicious Use', subsection 'Implementation'; SaferAI cites 'Section 5.2' but the draft has no heading numbered 5.2 (section-number mismatch). Text contains Unicode bidi control characters; quote check run with them stripped."
xAI,xAI Risk Management Framework (Draft),draft-2025-02-20,no,2025-02-20,filename 2025.02.20-RMF-Draft.pdf and PDF metadata title '2025.02.20 xAI Risk Management Framework Draft'; PDF CreationDate 2025-02-21; earliest real-PDF capture 20250226214512; no date in body,yes,provider,https://data.x.ai/2025.02.20-RMF-Draft.pdf,,documents/xai_rmf_draft-2025-02-20_2025-02-20.pdf,89fafebb73757def5a9068105554e68799e3dcce55374a4179b7a62559b6bef9,documents/xai_rmf_draft-2025-02-20_2025-02-20.txt,no,changelogs/xai_rmf_draft-2025-02-20_2025-02-20_revision-account.md,none,pass,"8 pages. Live data.x.ai file sha256 identical to Wayback capture 20250311152130 of https://x.ai/documents/2025.02.20-RMF-Draft.pdf. That x.ai/documents URL today returns HTTP 200 'application/pdf' with a 131-byte Git LFS pointer, not a PDF. Wayback capture 20250226214512 differs in bytes only (PDF ModDate 2025-03-07 in the later file); extracted text identical, so not a separate row (J2). neighbour captures before: 20250224201856 E5K3E7K5, 20250226214512 3ORHLATG; after: 20250320120328 4EOB2HDD, 20250403201652 4EOB2HDD, 20250426055309 4EOB2HDD. Text differences from the 10 Feb draft: page 2 adds ', or if such requests cover information that is already readily and easily available, including by an internet search.' and the second 'Implementation' heading is renumbered 1. to 2. SaferAI: red-team commitment on page 4 (no heading 5.2 exists). Heavy use of Unicode bidi control characters in the extracted text; quote check run with them stripped."
xAI,xAI Risk Management Framework,2025-08-20,no,2025-08-20,"page 1: 'Last updated: August 20, 2025'; PDF CreationDate 2025-08-20",no,wayback,https://web.archive.org/web/20250821224133id_/https://data.x.ai/2025-08-20-xai-risk-management-framework.pdf,20250821224133,documents/xai_rmf_2025-08-20_2025-08-20.pdf,31eae94d448b5b359220cbb93673e22b11adc9e27b8e8eb87e7646521f322f8a,documents/xai_rmf_2025-08-20_2025-08-20.txt,no,changelogs/xai_rmf_2025-08-20_2025-08-20_revision-account.md,none,pass,"Two text variants (J1); this is the earliest capture. 9 pages. Page 5 reads 'SecureBio, NIST, AISI, RAND, and EBRC'. Superseded on the live URL by the 22 August 2025 file. neighbour captures before: none; after: 20250822181311 CERTNCX4, 20250905165346 CERTNCX4, 20250915084821 CERTNCX4. SaferAI sentence 'As necessities dictate, we may also provide vetted and qualified external red teams or appropriate government agencies unredacted versions.' spans the page 7/8 break (begins page 7, ends page 8; a footnote intervenes in the extraction), so find_quote() on single pages fails; verified by reading the text."
xAI,xAI Risk Management Framework,2025-08-20-reupload-20250822,no,2025-08-20,"page 1: 'Last updated: August 20, 2025' (unchanged); PDF CreationDate 2025-08-22",yes,provider,https://data.x.ai/2025-08-20-xai-risk-management-framework.pdf,,documents/xai_rmf_2025-08-20-reupload-20250822_2025-08-20.pdf,39fab200a4b36f149c6e24ee00d3e31adc84ed59f95a734290ed80a69de73f74,documents/xai_rmf_2025-08-20-reupload-20250822_2025-08-20.txt,no,changelogs/xai_rmf_2025-08-20-reupload-20250822_2025-08-20_revision-account.md,none,pass,"SILENT VARIANT: 'AISI,' removed from the page 5 list of external experts ('SecureBio, NIST, RAND, and EBRC'); no other text change; 'Last updated' line unchanged. Live sha256 identical to Wayback capture 20250822181311 (first capture showing it). neighbour captures before: 20250821224133 TUQEZQ47; after: 20250905165346 CERTNCX4, 20250915084821 CERTNCX4, 20250918094318 CERTNCX4. SaferAI sentence spans pages 7-8 as in the earlier variant."
xAI,xAI Frontier Artificial Intelligence Framework,2025-12-30,no,2025-12-30,"page 1: 'Last updated: December 30, 2025' (filename and server Last-Modified say 2025-12-31)",yes,provider,https://data.x.ai/2025-12-31-xai-frontier-artificial-intelligence-framework.pdf,,documents/xai_faif_2025-12-30_2025-12-30.pdf,aa01669c19fca50c85323595141d08f98076cf0c48ed8f4a114ad6420c1a1012,documents/xai_faif_2025-12-30_2025-12-30.txt,no,changelogs/xai_faif_2025-12-30_2025-12-30_revision-account.md,none,na,"J4: retitled document treated as a successor version of the Risk Management Framework; xAI has made no statement of replacement and the document does not mention the RMF. 11 pages. Live sha256 identical to Wayback capture 20260102171656. neighbour captures before: none; after: 20260108011534 6SOPRODX, 20260213142151 6SOPRODX, 20260309074227 6SOPRODX (single digest). SaferAI check na; the sentence 'we may also provide vetted and qualified external red teams or appropriate government agencies unredacted versions' does appear, on page 8. Renamed from 'Risk Management Framework' (document slug faif)."
xAI,xAI Frontier Artificial Intelligence Framework,2026-06-30,no,2026-06-30,page 1: 'Effective Date: 30 June 2026' (server Last-Modified 2026-07-10; earliest capture 20260716003429),yes,provider,https://media.x.ai/v1/website/xai-frontier-artificial-intelligence-framework-30-june-2026-99c40684.pdf,,documents/xai_faif_2026-06-30_2026-06-30.pdf,2c3c6313bd2fb6eeffcafedb38013c34d92c53331ddedbfa331821c75055df53,documents/xai_faif_2026-06-30_2026-06-30.txt,no,changelogs/xai_faif_2026-06-30_2026-06-30_revision-account.md,none,na,J4 successor version. 9 pages. PDF metadata title 'Privileged/Confidential DRAFT working FRAMEWORK DOC'. Server x-goog-metageneration 2 (recon): object overwritten once after upload; earlier generation unrecoverable. Live sha256 identical to the single Wayback capture 20260716003429. neighbour captures before: none; after: none. SaferAI check na; the 'vetted and qualified external red teams ... unredacted versions' sentence does NOT appear (no occurrence of 'red team' or 'unredacted' in the text).
Meta,Frontier AI Framework,v1.1,no,2025-02-03,"newsroom post 'Our Approach to Frontier AI' dated February 3, 2025 (time element 2025-02-03T12:00:51-08:00); no date in document; cover reads 'Version 1.1'",no,wayback,https://web.archive.org/web/20250213105620id_/https://ai.meta.com/static-resource/meta-frontier-ai-framework/,20250213105620,documents/meta_frontier-ai-framework_v1.1_2025-02-03.pdf,9fa301dfb67bf8d392abda13a2466358ffde756f14a9d55e4fe2d95f7cfecc21,documents/meta_frontier-ai-framework_v1.1_2025-02-03.txt,na,changelogs/meta_frontier-ai-framework_v1.1_2025-02-03_revision-account.md,announcement post https://about.fb.com/news/2025/02/meta-approach-frontier-ai/ (Wayback 20250203200742),na,"Two text variants (J1); this is the earliest capture (PDF CreationDate 2025-01-31). Earliest capture is ten days after publication, so the text as first published on 3 February 2025 is not verified. Cover 'Version 1.1' conflicts with the 2026 change log calling it 'Initial version'. Live URL https://ai.meta.com/static-resource/meta-frontier-ai-framework/ returns HTTP 500 (2 Sep 2026). neighbour captures before: none; after: 20250215004405 4TI2HRRF, 20250215143054 4TI2HRRF, 20250311152132 J4NAIWWR: 20250215 captures (~1 MB) are truncated files per recon; 20250311152132 shares this variant's digest."
Meta,Frontier AI Framework,v1.1-reupload-20250328,no,2025-02-03,as for v1.1; PDF CreationDate 2025-03-14,no,wayback,https://web.archive.org/web/20250328093937id_/https://ai.meta.com/static-resource/meta-frontier-ai-framework/,20250328093937,documents/meta_frontier-ai-framework_v1.1-reupload-20250328_2025-02-03.pdf,8f88ef32bba23ea9b386231c3bf10091e73bcae17fed6a900bb0c52b98d0d58b,documents/meta_frontier-ai-framework_v1.1-reupload-20250328_2025-02-03.txt,no,changelogs/meta_frontier-ai-framework_v1.1-reupload-20250328_2025-02-03_revision-account.md,none,na,"SILENT VARIANT: regenerated PDF (CreationDate 2025-03-14) still labelled 'Version 1.1' with 19 word-level text changes found by diff, including the scope sentence on page 4 losing 'most advanced' and 'match or' (now 'models and systems that exceed the capabilities present in the most advanced models'), 'internal' to 'closed' deployment (p7), 'catastrophic outcome' to 'threat scenario' (p17), 'risks of catastrophic outcomes' to 'catastrophic risks from frontier AI' (p18), page-10 rewording ('within the domains of', 'these outcomes'), a duplicated 'of' removed (p9), 'state-of-the-art' to 'state of the art' (p2), 'biological' to 'Biological' (p3) and British to American spellings (realise/realising). Full list in the log. neighbour captures before: 20250215004405 4TI2HRRF, 20250215143054 4TI2HRRF, 20250311152132 J4NAIWWR; after: 20250406194142 45KIELWO, 20250408180041 45KIELWO, 20250419115123 HDIGW6WJ (20250419115123 capture ~5 MB is truncated per recon)."
Meta,Advanced AI Scaling Framework,v2,no,2026-04-07,"Appendix II Change log, page 44: 'April 7, 2026 (Advanced AI Scaling Framework v2.0)'; blog post dated April 8, 2026",yes,provider,https://ai.meta.com/static-resource/Meta_Advanced-AI-Scaling-Framework-v2,,documents/meta_advanced-ai-scaling-framework_v2_2026-04-07.pdf,d87aa9bf00456ec747e80b84216f9f2ffc427c1e98541f8b3c8f7f52c13c7b6a,documents/meta_advanced-ai-scaling-framework_v2_2026-04-07.txt,yes,changelogs/meta_advanced-ai-scaling-framework_v2_2026-04-07_revision-account.md,in-document changelog Appendix II page 44; announcement post https://ai.meta.com/blog/scaling-how-we-build-test-advanced-ai/,na,"J5: renamed from 'Frontier AI Framework' per the change log. Cover 'Version 2', change log 'v2.0', URL '-v2'. Change-log date 7 April 2026 vs blog and first capture 8 April 2026. 44 pages. Live sha256 identical to Wayback capture 20260408163104. My neighbour_captures() check FAILED (Wayback CDX unreachable through the sandbox proxy, HTTP 502, on five attempts); the only capture I verified myself is 20260408163104 (sha256 identical to live). The recon JSON (not verified here) reports capture 20260412083116 byte-identical to live and captures 20260408173617 and 20260508190541 truncated; treat that as provisional. Newsroom post of 3 Feb 2025 now links this file."
Amazon,Amazon's Frontier Model Safety Framework,2025-02,no,2025-02-09,"amazon.science publication page: 'This report was published on February 9, 2025.'",yes,provider,https://cdn.amazon.science/a7/7c/8bdade5c4eda9168f3dee6434fff/pc-amazon-frontier-model-safety-framework-2-7-final-2-9.pdf,,documents/amazon_frontier-model-safety-framework_2025-02_2025-02-09.pdf,0628d7818d2c506df871521c6a58c83ad8e42a3322d1c942b0b69a0ec873721f,documents/amazon_frontier-model-safety-framework_2025-02_2025-02-09.txt,na,changelogs/amazon_frontier-model-safety-framework_2025-02_2025-02-09_revision-account.md,na,na,"Unversioned single document; version slug is the publication month. PDF metadata title 'PC Amazon Frontier Model Safety Framework 2.7 FINAL' (internal draft number, not a public version). Date conflict: PDF CreationDate 2025-02-10T00:31:58Z, HTTP Last-Modified Mon, 10 Feb 2025 00:35:59 GMT and METR give 2025-02-10; the amazon.science page gives 2025-02-09 (used). Live file SHA-1 base32 4NSNPGJAPSSG4P5LNA4YQOC4ET64LH57 equals the Wayback digest of the assets.amazon.science copy at 20250213011856 and the cdn.amazon.science copy at 20260423074133 (single digest each): unchanged since first capture. Former assets.amazon.science URL now 404. No revision published as of 2026-09-02 (checked: https://www.amazon.science/publications/amazons-frontier-model-safety-framework; PDF text; Wayback CDX for both PDF hosts; web search in reconnaissance)."
Microsoft,Frontier Governance Framework,v1,no,2025-02-08,in-document: Appendix II – Change log '8 February 2025 – First version' (rendered '[8] February 2025' in this file),no,wayback,https://web.archive.org/web/20250213011748id_/https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/Frontier-Governance-Framework.pdf,20250213011748,documents/microsoft_frontier-governance-framework_v1_2025-02-08.pdf,56f902f1d72e20f619f68e4853c3ff45ee0e1e0a809acc218ed8cc884ca002cc,documents/microsoft_frontier-governance-framework_v1_2025-02-08.txt,na,changelogs/microsoft_frontier-governance-framework_v1_2025-02-08_revision-account.md,"in-document changelog (Appendix II, PDF p.15): https://web.archive.org/web/20250213011748id_/https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/Frontier-Governance-Framework.pdf",na,"Original rendering of Version 1 (February 2025) at the CSR path, now HTTP 404 live. Wayback capture 20250213011748; neighbour captures 20250213105619, 20250214143657 and 20250323121116 of the same URL carry the same digest PA73HQIKIMH2JXER67BTGECCGMP7G7C3 (no earlier capture). PDF CreationDate 2025-02-07T10:08 (-05:00). Silent variant exists: see row v1-reupload-20250226 (text differs). Date conflict: change log 8 February 2025 vs CreationDate 2025-02-07 (this file) / 2025-02-11 (re-render) vs HTTP Last-Modified 2025-02-12 vs third-party 12 February 2025. J13: Microsoft now has two versions (v1, February 2026)."
Microsoft,Frontier Governance Framework,v1-reupload-20250226,no,2025-02-08,in-document: Appendix II – Change log '8 February 2025 – First version',yes,provider,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/Microsoft-Frontier-Governance-Framework.pdf,,documents/microsoft_frontier-governance-framework_v1-reupload-20250226_2025-02-08.pdf,da0d8b1507a305fb8b5148b560d8be426549b854ca8888b999874d00e6170c4f,documents/microsoft_frontier-governance-framework_v1-reupload-20250226_2025-02-08.txt,no,changelogs/microsoft_frontier-governance-framework_v1-reupload-20250226_2025-02-08_revision-account.md,none; checked: Appendix II change log of both renderings; web search 2026-09-02; microsoft.com responsible-AI pages,na,"SILENT VARIANT of v1: re-rendered PDF at the microsoft-brand path in which a duplicated security paragraph ('As Microsoft operates the infrastructure ... appropriately addressed.') was removed, 'lor medium' corrected to 'low or medium', 'Capability thresh' to 'Capability threshold' (twice) and '[8] February 2025' to '8 February 2025'; version label 'Version 1 (February 2025)' and commitments unchanged. First Wayback capture 20250226161803, digest FRSTQH6SVIPXZEMB46IYYPAHEHOJJNGL, equal to the live file SHA-1 base32 (single digest in CDX): live bytes identical to the capture, so the live URL was used. PDF CreationDate 2025-02-11T10:08 (-05:00); HTTP Last-Modified Wed, 12 Feb 2025 19:41:45 GMT. J13: Microsoft now has two versions (v1, February 2026); this file remains hosted alongside the February 2026 edition."
Microsoft,Frontier Governance Framework,feb-2026,no,2026-02-01,"in-document: February 2026, day not stated (footer 'February 2026' and Appendix II entry 'February 2026'); first day of month used",yes,provider,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/Frontier-Governance-Framework-Feb-2026.pdf,,documents/microsoft_frontier-governance-framework_feb-2026_2026-02-01.pdf,3282e4fc65a84420f3bf1360d4716928883abce3d28b56804d0598c164111932,documents/microsoft_frontier-governance-framework_feb-2026_2026-02-01.txt,yes,changelogs/microsoft_frontier-governance-framework_feb-2026_2026-02-01_revision-account.md,"in-document changelog (Appendix II – Change log, PDF p.16, printed p.15): https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/Frontier-Governance-Framework-Feb-2026.pdf; announcement post: none found",na,"J13: Microsoft now has two versions; this is the second edition, identified only as 'February 2026' (no version number anywhere in the document; METR lists 'February 2026'). Date conflict: PDF CreationDate 2026-02-13T17:32 (-03:00), ModDate 2026-03-20T15:19 (+05:30), HTTP Last-Modified Tue, 24 Mar 2026 09:51:00 GMT, earliest Wayback capture 20260424000716. Live file SHA-1 base32 VDGBEYB3PYQUWOBETOY6FI4HE5LIMJV5 equals the sole Wayback digest (20260424000716): live bytes identical to the capture. Because the PDF was modified five weeks after creation and no capture predates 2026-04-24, a pre-20 March 2026 variant may have been served; not verifiable. Secondary corroboration: Vorp Labs lists SHA-256 3282e4fc... for this file, matching. Change log records six changes including new tracked capabilities (harmful manipulation, loss of control), update cadence aligned to regulation (v1: every six months; 2026: at least every twelve months) and a definition of substantially fine-tuned models."
NVIDIA,Frontier AI Risk Assessment,2025-02,no,2025-02-17,"HTTP Last-Modified: Mon, 17 Feb 2025 18:46:20 GMT (no date printed in the document; METR also gives February 17, 2025)",yes,provider,https://images.nvidia.com/content/pdf/NVIDIA-Frontier-AI-Risk-Assessment.pdf,,documents/nvidia_frontier-ai-risk-assessment_2025-02_2025-02-17.pdf,8c6aade8b0cff8797f481715cf3dc512171299790031f921c00ae60f53d0077b,documents/nvidia_frontier-ai-risk-assessment_2025-02_2025-02-17.txt,na,changelogs/nvidia_frontier-ai-risk-assessment_2025-02_2025-02-17_revision-account.md,na,na,"Unversioned single document; version slug is the publication month. Title printed 'FRONTIER AI RISK ASSESSMENT'; authors Barnaby Simkin, Nikki Pope, Leon Derczynski, Christopher Parisien. Date conflict: PDF CreationDate 2025-02-11T18:55 (-08:00) vs HTTP Last-Modified 2025-02-17 (used). The document states 'Applicable from August 2025' on the title page; the February 2025 file already contains this line, so SaferAI's 'August 2025' framing is an applicability date, not a revision. Live file SHA-1 base32 HQFDWQDOF27ULCU5SDLCTH5KQQ5HN5I4 equals the sole Wayback digest (20250224223739): unchanged. No revision published as of 2026-09-02 (checked: PDF text; https://www.nvidia.com/en-us/ai-trust-center/trustworthy-ai/; Wayback CDX for the PDF URL and, in reconnaissance, the images.nvidia.com/content/pdf/ prefix; web search in reconnaissance)."
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,no,2025-02-11,announcement blog datePublished 2025-02-11T12:44:56-05:00 (https://cohere.com/blog/secure-model-framework); document title page says 'V1.0' and 'February 2025',yes,provider,https://cohere.com/security/the-cohere-secure-ai-frontier-model-framework-february-2025.pdf,,documents/cohere_secure-ai-frontier-model-framework_v1.0_2025-02-11.pdf,9b76fb542bdacb94c62fd0e24274391baee504513ea4ee0c8ce0d93ff13eed46,documents/cohere_secure-ai-frontier-model-framework_v1.0_2025-02-11.txt,na,changelogs/cohere_secure-ai-frontier-model-framework_v1.0_2025-02-11_revision-account.md,na; announcement: https://cohere.com/blog/secure-model-framework,na,"Date conflict: METR (secondary) gives 2025-02-07; blog gives 2025-02-11 (used); document says February 2025 only. Live file SHA-1 base32 44WAQLARJOJH2WCIQHFLSK257EQS3YBK equals the sole Wayback digest (20250224223911): unchanged. HTTP Last-Modified header is Tue, 01 Sep 2026 22:52:38 GMT (CDN value, not a content change; bytes match the 2025 capture). Blog dateModified 2025-06-24; body not compared with an earlier capture. No revision published as of 2026-09-02 (checked: cohere.com/security, blog post, Wayback CDX for the PDF; web search in reconnaissance)."
G42,G42's Frontier AI Safety Framework,2025-02,no,2025-02-06,g42.ai news page '06 Feb 2025' (Wayback 20250215005301) and PDF CreationDate 2025-02-06T05:54:34Z; cover page prints 'February 2025' only,unknown,wayback,https://web.archive.org/web/20250214105213id_/https://www.g42.ai/application/files/9517/3882/2182/G42_Frontier_Safety_Framework_Publication_Version.pdf,20250214105213,documents/g42_frontier-ai-safety-framework_2025-02_2025-02-06.pdf,36ddb6b0cc80ca7d275019c4fbd0545b51fcf875147c171eca35ccdb060a3e58,documents/g42_frontier-ai-safety-framework_2025-02_2025-02-06.txt,na,changelogs/g42_frontier-ai-safety-framework_2025-02_2025-02-06_revision-account.md,na; announcement: https://www.g42.ai/resources/news/g42-publishes-its-frontier-ai-safety-framework,na,"Unversioned single document ('February 2025'; file name 'Publication_Version'); version slug is the publication month. Cover title is an image; body text names it 'G42's Frontier AI Safety Framework'. g42.ai returns HTTP 403 to the sandbox (page and PDF), so currently_hosted is unknown; Wayback shows later captures of the PDF URL at 20251128113247, 20260204152916 and 20260204205903 with the same digest 6P5DP6W4KVMYTPFKX4VKWQ4LVYW7TLOF as the 20250214105213 capture used here (no earlier capture), so the file was still served unchanged on 2026-02-04. No revision found as of 2026-09-02."
Naver,NAVER's AI Safety Framework (ASF),2024,no,2024-06-17,"navercorp.com story (seq=32033, dated 2024.06.17) and press release (seq=31855, 2024-06-17); clova.ai pages dated Aug 7, 2024",yes,provider,https://clova.ai/en/tech-blog/en-navers-ai-safety-framework-asf,,documents/naver_asf_2024_2024-06-17.html,81b60fb72ab2820fa90c260d9b0a0098830b6612e33991c4651455ed6c02aeb6,documents/naver_asf_2024_2024-06-17.txt,na,changelogs/naver_asf_2024_2024-06-17_revision-account.md,na; announcement: https://www.navercorp.com/media/pressReleasesDetail?seq=31855,na,"English rendering (clova.ai) of the 2024 ASF, which exists only as web pages (no PDF). Saved live: extracted text is identical to the Wayback capture 20241103220646 (https://web.archive.org/web/20241103220646id_/https://clova.ai/en/tech-blog/en-navers-ai-safety-framework-asf, SHA-256 daf4df96069dfc83d3c4280a8c31f6c45a446b8781880e9bbc7872e5e26dd7b7); bytes differ only in navigation boilerplate (J2, not a separate row). Neighbour captures: 20241207180357 same digest; 20250426115404 and 20250808081752 different digests (boilerplate per reconnaissance). Date conflict: 2024-06-17 (navercorp.com) vs 2024-08-07 (clova.ai and METR). Identifier conflict: no label on this page or navercorp.com; the clova.ai Korean page and ASF 2.0 call it 'NAVER ASF Beta'. Korean renderings saved as rows 2024-ko-navercorp and 2024-ko-clova. J13: Naver now has two versions (2024 ASF, ASF 2.0)."
Naver,NAVER ASF (AI Safety Framework),2024-ko-navercorp,no,2024-06-17,page date 2024.06.17 on navercorp.com story page; press release seq=31855 dated 2024-06-17,yes,provider,https://www.navercorp.com/story/storyDetail?seq=32033,,documents/naver_asf_2024-ko-navercorp_2024-06-17.html,6aeeefe81d17e684b400d1910ab3b9bef5634502b969cf06fea946f3dd04c636,documents/naver_asf_2024-ko-navercorp_2024-06-17.txt,na,changelogs/naver_asf_2024-ko-navercorp_2024-06-17_revision-account.md,na; announcement: https://www.navercorp.com/media/pressReleasesDetail?seq=31855,na,"Korean-language rendering of the same version (original Korean text on navercorp.com; earliest publication). No Wayback captures of this URL exist (query-string URL), so live only. Title as printed: 'NAVER ASF (AI Safety Framework)'; no 'Beta' label."
Naver,NAVER AI Safety Framework (ASF),2024-ko-clova,no,2024-06-17,"publication date of the version per navercorp.com (2024-06-17); this clova.ai page is dated Aug 7, 2024",yes,provider,https://clova.ai/tech-blog/ko-naver-ai-safety-framework-asf,,documents/naver_asf_2024-ko-clova_2024-06-17.html,ed5b53e5f1803d868bbce4b1f55c39c9fd6390b702d4caea9b859fb0b0ff640e,documents/naver_asf_2024-ko-clova_2024-06-17.txt,na,changelogs/naver_asf_2024-ko-clova_2024-06-17_revision-account.md,na; announcement: https://www.navercorp.com/media/pressReleasesDetail?seq=31855,na,"Korean-language rendering of the same version (clova.ai tech blog). Page text refers to 'NAVER ASF(AI Safety Framework) Beta'; whether the 'Beta' label predates the earliest capture (20250426) is not verified. Saved live; Wayback captures exist from 20250426162747 (reconnaissance: framework text unchanged, navigation only)."
