pair_id,provider,v_i,v_next,commitment_id,category,v_i_section,v_i_text,v_next_section,v_next_text,outcome,materiality_dims,material,announcement,changelog_pointer,confidence,rationale,flags,ADJ_outcome,ADJ_material,ADJ_dims,ADJ_announcement,ADJ_flags,ADJ_mode,ADJ_notes,in_second_coder_sample
ANT-2,Anthropic,v2.2,v3.0,ANT-2-032,EC3,4.1. ASL-3 Deployment Standard,Red-teaming:Conduct red-teaming that demonstratesthat threat actors with realistic access levels and resources are highly unlikely to be able to consistently elicit information from any generally accessible systems that greatly increases their ability to cause catastrophic harm relative to other available tools.10,1. Our Recommendations for Industry-Wide Safety (company column),"We will maintain or improve on our ASL-3 protections, which include classifier guards at least as robust as our initial Constitutional Classifiers; access controls for trusted users with exemptions to classifier guards; red-teaming, bug bounties, and threat intelligence for continually assessing the threat of jailbreaks; and a number of noteworthy security controls.",W,4,yes,SIL,NONE FOUND,medium,"Red-teaming that 'demonstrates that threat actors ... are highly unlikely to be able to consistently elicit' catastrophic uplift becomes 'red-teaming, bug bounties, and threat intelligence for continually assessing the threat of jailbreaks'; a pass standard becomes continual assessment.",added from full text; the Section 1 row 4 goal to make internal red-teaming outperform the bug bounty is coded as an A row,W,yes,4,SIL,,adjudicated,Agree.,yes
ANT-2,Anthropic,v2.2,v3.0,ANT-2-033,M,4.1. ASL-3 Deployment Standard,"Rapid remediation:Show that any compromises of thedeployed system, such as jailbreaks or other attack pathways, will be identified and remediated promptly enough to prevent the overall system from meaningfully increasing an adversary’s ability to cause catastrophic harm. Example techniques could include rapid vulnerability patching, the ability to escalate to law enforcement when appropriate, and any necessary retention of logs for these activities.",(none),NONE,X,4,yes,SIL,NONE FOUND,low,No v3.0 commitment to show prompt identification and remediation of jailbreaks or to prespecify monitoring evidence and a review cadence.,added from full text; items 4 and 5 merged; alternative W with counterpart phrase in Section 1 row 1 company column (threat intelligence for continually assessing the threat of jailbreaks),X,yes,4,SIL,,adjudicated,Agree.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-034,M,4.1. ASL-3 Deployment Standard,"Trusted users:Establish criteria for determiningwhen it may be appropriate to share a version of the model with reduced safeguards with trusted users. In addition, demonstrate that an alternative set of controls will provide equivalent levels of assurance. This could include a sufficient combination of user vetting, secure access controls, monitoring, log retention, and incident response protocols.",1. Our Recommendations for Industry-Wide Safety (company column),"We will maintain or improve on our ASL-3 protections, which include classifier guards at least as robust as our initial Constitutional Classifiers; access controls for trusted users with exemptions to classifier guards; red-teaming, bug bounties, and threat intelligence for continually assessing the threat of jailbreaks; and a number of noteworthy security controls.",W,4,yes,SIL,NONE FOUND,medium,The requirement to 'demonstrate that an alternative set of controls will provide equivalent levels of assurance' for trusted-user access is replaced by listing 'access controls for trusted users with exemptions to classifier guards' as a maintained protection.,added from full text; alternative R (the trusted-user exemption regime is retained as a protection),W,yes,4,SIL,,adjudicated,Agree.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-035,M,4.1. ASL-3 Deployment Standard,"Third-party environments:Document how all relevantmodels will meet the criteria above, even if they are deployed in a third-party partner’s environment that may have a different set of safeguards.",(none),NONE,X,1,yes,SIL,NONE FOUND,high,No v3.0 commitment covering models deployed in third-party partner environments.,added from full text; 4.2 item 4 (identical wording for security) merged,X,yes,1,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-036,S,4.2. ASL-3 Security Standard,"When a model must meet the ASL-3 Security Standard, we will evaluate whether the measures we have implemented make us highly protected against most attackers’ attempts at stealing model weights. ... We consider the following groups in scope: hacktivists, criminal hacker groups, organized cybercrime groups, terrorist organizations, corporate espionage teams, internal employees,11and state-sponsored programsthat use broad-based and non-targeted techniques (i.e., not novel attack chains).",1. Our Recommendations for Industry-Wide Safety (company column),"We will maintain or improve on our ASL-3 protections, which include classifier guards at least as robust as our initial Constitutional Classifiers; access controls for trusted users with exemptions to classifier guards; red-teaming, bug bounties, and threat intelligence for continually assessing the threat of jailbreaks; and a number of noteworthy security controls. Specifics may change, but we will maintain equally or more robust measures over time and will publish updates in our Risk Reports. We expect to continuously meet the ...",W,1;4,yes,SIL,NONE FOUND,medium,A security standard with a defined in-scope attacker list ('highly protected against most attackers') and threat-modelling criteria becomes 'a number of noteworthy security controls' within maintained ASL-3 protections; the actor scope (dim 1) and the evaluative showing (dim 4) are no longer specified.,example A; alternative L (recommendation column: Precautions against opportunistic theft of model weights); internal ellipsis skips footnote 10 and a page break (ok-fuzzy expected); item 1 Threat modeling and cand 63 merged; cand 8 (Exec Summary) merged,W,yes,1;4,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-037,S,4.2. ASL-3 Security Standard,"Security frameworks:Align to and, as needed, extendindustry-standard security frameworks for addressing identified risks, such as disclosure of sensitive information, tampering with accounts and assets, and unauthorized elevation of privileges with the appropriate controls. ... Resourcing:Investing sufficient resources in security.We expect meeting this standard of security to require roughly 5-10% of employees being dedicated to security and security-adjacent work.",(none),NONE,X,4;1,yes,SIL,NONE FOUND,low,No v3.0 commitment to align with named security frameworks or to dedicate roughly 5-10% of employees to security.,added from full text; sub-items a-e merged; alternative: merge into ANT-2-036 as part of the same standard (W),X,yes,4;1,SIL,,adjudicated,Agree.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-038,EC4,4.2. ASL-3 Security Standard,"Audits:Develop plans to (1) audit and assess thedesign and implementation of the security program and (2) share these findings (and updates on any remediation efforts) with management on an appropriate cadence. We expect this to include independent validation of threat modeling and risk assessment results; a sampling-based audit of the operating effectiveness of the defined controls; periodic, broadly scoped, and independent testing with expert red-teamers who are industry-renowned and have been recognized in competitive challenges.",(none),NONE,X,3,yes,SIL,NONE FOUND,high,"No v3.0 commitment to independent validation, sampling-based audits or independent expert red-team testing of the security programme.",added from full text,X,yes,3,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-039,S,4.2. ASL-3 Security Standard,"We will implement robust controls to mitigate basic insider risk, but consider mitigating risks from sophisticated or state-compromised insiders to be out of scope for ASL-3.",1. Our Recommendations for Industry-Wide Safety (industry recommendation column),"Even malicious employees and other insiders with maximal levels of access will not be significantly enabled to cause catastrophic harm. This requires (among other things) accounting for internal tools that are less restricted than product surfaces, and for the possibility of unauthorized modification of models.",L,4;1,yes,SIL,NONE FOUND,low,The commitment to implement 'robust controls to mitigate basic insider risk' has no company-column counterpart; insider protection appears only as a recommendation ('Even malicious employees and other insiders ... will not be significantly enabled').,"example A; alternatives: W with counterpart Section 1 row 4 company column (eyes on everything logging to detect concerning behavior by insiders, coded as A row), or X; cand 64 (committed to further enhancing these protections) merged",L,yes,4;1,ANN-P,,adjudicated,Relocated to industry-recommendations column; the two-column restructure is announced at class level in the v3.0 post -> ANN-P. Rule applied to all ANT-2 L rows.,yes
ANT-2,Anthropic,v2.2,v3.0,ANT-2-040,EC6,4.3. Safeguards Decision,"If, after the evaluations above, we determine that we have met the ASL-3 Required Safeguards, then we may proceed with deploying and training models above the Capability Threshold, provided we have also conducted a follow-up capability assessment.",3.3. Contents,"Risk-benefit determination: We will explain whether, and if so why, we believe the identified risks are justified by corresponding benefits.",W,6;2,yes,ANN,"[post] Our RSP now outlines two sets of mitigations: first, the mitigations that we plan to pursue regardless of what others do; and second, an ambitious capabilities-to-mitigations map that, we believe, would help adequately manage the risks from advanced AI if implemented across the AI industry.",medium,"Deployment and training above a threshold were permitted only on meeting Required Safeguards and a follow-up assessment; v3.0 replaces the gate with an explanation of 'whether, and if so why, we believe the identified risks are justified by corresponding benefits'.","example A; merged cand 70 (6.1 summary), 50 (continue ASL-2 if below), 3, 9, 11 (Exec Summary); alternative X (risk-benefit determination is a reporting item, not a deployment rule)",W,yes,6;2,ANN,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-041,G,4.3. Safeguards Decision,"After the ASL-3 Required Safeguards are approved, they will berevisited and re-approved at least annuallyto re-affirm their suitability and soundimplementation.",1. Our Recommendations for Industry-Wide Safety (company column),"Specifics may change, but we will maintain equally or more robust measures over time and will publish updates in our Risk Reports.",W,3;4,yes,SIL,NONE FOUND,low,Annual re-approval of the ASL-3 safeguards by the approving officers becomes 'we will maintain equally or more robust measures over time and will publish updates in our Risk Reports'; no re-approval actor or cadence.,added from full text; alternative X (no re-approval procedure exists),W,yes,3;4,SIL,,adjudicated,Agree.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-042,EC6,4.3. Safeguards Decision,"If, however, we are unable to make the showing required above, we will restrict model deployment and further scaling. ... In any scenario where we determine that a model requires ASL-3 Required Safeguards but we are unable to implement them immediately, we will act promptly to reduce interim risk to acceptable levels until the ASL-3 Required Safeguards are in place:",Appendix A: Commitments Related to Competitors,"Anthropic in the lead. We have developed or will imminently develop a highly capable7 model; and we have clear evidence that no other competitor will soon develop such a model. We will require a strong argument that catastrophic risk is contained, along the lines of our recommendations for industry-wide safety (see Section 1). We will delay AI development and deployment as needed to achieve this, until and unless we no longer believe we have a significant lead.",W,6;2;4,yes,ANN,"[post] Instead, we are choosing to acknowledge these challenges transparently and restructure the RSP before we reach these higher levels. The revised RSP aims to adopt more realistic unilateral commitments that are difficult but still achievable in the current environment, while continuing to comprehensively map the risks we believe the full industry needs to address multilaterally.",medium,"An unconditional 'we will restrict model deployment and further scaling' when safeguards cannot be shown becomes 'We will delay AI development and deployment as needed ... until and unless we no longer believe we have a significant lead', conditional on clear evidence that no competitor will soon develop a highly capable model.","example A, example K; alternatives: L (the unconditional standard survives as the recommendation column) or X; same counterpart as ANT-2-028 and ANT-2-046; cand 12 (Exec Summary) merged",W,yes,6;2;4,ANN,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-043,EC6,6.2. Restrict Deployment and Further Scaling,Interim measures:The CEO and Responsible ScalingOfficer may approve the use of interim measures that provide the same level of assurance as the relevant ASL-3 Standard but are faster or simpler to implement.,(none),NONE,X,6;3,yes,SIL,NONE FOUND,medium,"No v3.0 provision for CEO/RSO-approved interim measures of equivalent assurance, or for sharing an interim plan with the Board and LTBT.",cand 73 (share plan with Board and LTBT) and cand 78 (footnote 12) merged; alternative ANN under the example A reading (part of the removed unilateral structure),X,yes,6;3,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-044,EC6,6.2. Restrict Deployment and Further Scaling,"Stronger restrictions:In the unlikely event thatwe cannot implement interim measures to adequately mitigate risk, we will impose stronger restrictions. In the deployment context, we will de-deploy the model and replace it with a model that falls below the Capability Threshold. Once the ASL-3 Deployment Standard can be met, the model may be re-deployed.",(none),NONE,X,6,yes,ANN,"[post] Instead, we are choosing to acknowledge these challenges transparently and restructure the RSP before we reach these higher levels. The revised RSP aims to adopt more realistic unilateral commitments that are difficult but still achievable in the current environment, while continuing to comprehensively map the risks we believe the full industry needs to address multilaterally.",low,No v3.0 commitment to de-deploy a model and replace it with one below the threshold.,example A; alternative SIL (the post does not name de-deployment),X,yes,6,ANN-P,,adjudicated,As ANT-2-029.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-045,EC6,6.2. Restrict Deployment and Further Scaling,"In the security context, we will delete model weights.",(none),NONE,X,6,yes,ANN,"[post] Instead, we are choosing to acknowledge these challenges transparently and restructure the RSP before we reach these higher levels. The revised RSP aims to adopt more realistic unilateral commitments that are difficult but still achievable in the current environment, while continuing to comprehensively map the risks we believe the full industry needs to address multilaterally.",low,No v3.0 commitment to delete model weights when security safeguards cannot be met.,example A; alternative SIL (the post does not name weight deletion),X,yes,6,ANN-P,,adjudicated,"Weight-deletion commitment removed; post announces removal of hard unilateral commitments as a class, not this one -> ANN-P.",yes
ANT-2,Anthropic,v2.2,v3.0,ANT-2-046,EC6,6.2. Restrict Deployment and Further Scaling,"Monitoring pretraining:We will not train models withcomparable or greater capabilities to the one that requires the ASL-3 Security Standard.13This isachieved by monitoring the capabilities of the model in pretraining and comparing them against the given model. If the pretraining model’s capabilities are comparable or greater, we will pause training until we have implemented the ASL-3 Security Standard and established it is sufficient for the model. We will set expectations with internal stakeholders about the potential for such pauses.",Appendix A: Commitments Related to Competitors,"Anthropic in the lead. We have developed or will imminently develop a highly capable7 model; and we have clear evidence that no other competitor will soon develop such a model. We will require a strong argument that catastrophic risk is contained, along the lines of our recommendations for industry-wide safety (see Section 1). We will delay AI development and deployment as needed to achieve this, until and unless we no longer believe we have a significant lead.",W,6;2;4,yes,ANN,"[post] Instead, we are choosing to acknowledge these challenges transparently and restructure the RSP before we reach these higher levels. The revised RSP aims to adopt more realistic unilateral commitments that are difficult but still achievable in the current environment, while continuing to comprehensively map the risks we believe the full industry needs to address multilaterally.",medium,'we will pause training until we have implemented the ASL-3 Security Standard' becomes 'We will delay AI development and deployment as needed ... until and unless we no longer believe we have a significant lead'; the pause is now conditional on Anthropic's competitive position and on the 'highly capable' definition.,"example A, example K; LW-only: The move away from implied unilateral commitments to “pause AI development/deployment as needed to keep risks low” is the biggest change of RSP v3; alternatives L or X; same counterpart as ANT-2-028 and ANT-2-042",W,yes,6;2;4,ANN,,adjudicated,Agree; removal of the unilateral pause is the announced change.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-047,EC2,5. Follow-Up Capability Assessment,"In parallel with upgrading a model to the Required Safeguards, we will (1) update this policy to include any additional Capability Thresholds for which the Required Safeguards would be insufficient; and (2) conduct a follow-up capability assessment to determine that the model’s capabilities fall sufficiently far away from those Capability Thresholds, following the procedures outlined inSection 3.",(none),NONE,X,2;6,yes,SIL,NONE FOUND,medium,No v3.0 commitment to re-run a capability assessment or add Capability Thresholds when safeguards are upgraded.,cand 10 (Exec Summary) merged; alternative ANN under the example A reading,X,yes,2;6,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-048,EC6,7.2. Transparency and External Input,"In such a scenario, because the incremental increase in risk attributable to us would be small, we might decide to lower the Required Safeguards. If we take this measure, however, we will also acknowledge the overall level of risk posed by AI systems (including ours), and will invest significantly in making a case to the U.S. government for taking regulatory action to mitigate such risk to acceptable levels.",3.3. Contents,"Marginal risk and ecosystem analysis. If we determine that the absolute level of risk being imposed industry-wide by AI systems such as ours is high, and are justifying our decision to move forward based partly on a marginal risk analysis,5 we will additionally address the following: ... Advocacy efforts: The steps we took to raise public awareness of the relevant risks and to encourage appropriate regulatory action, including our engagement with policymakers and other AI developers.",W,6;4,yes,ANN,"[post] Our RSP now outlines two sets of mitigations: first, the mitigations that we plan to pursue regardless of what others do; and second, an ambitious capabilities-to-mitigations map that, we believe, would help adequately manage the risks from advanced AI if implemented across the AI industry.",medium,"A narrow exception ('we might decide to lower the Required Safeguards' if another actor passes a threshold) becomes the organising principle of the policy (company plans vs recommendations, Appendix A); 'will invest significantly in making a case to the U.S. government for taking regulatory action' becomes reporting 'The steps we took ... to encourage appropriate regulatory action'.","footnote 17; example A (broadened suspension condition, codebook section 5); S on dim 3 noted (Procedures item 5 requires Board and LTBT approval when marginal risk analysis is major, coded as A row); alternative SIL for the specific advocacy weakening; LW-only: If Anthropic does move forward with high-risk AI systems (something it has not yet done, IMO), it will need to document this thinking in the Risk Report and specifically discuss “what we know about how our current and future model capabilities and risk mitigations compare to those of relevant competitors” and “the steps we took to raise public awareness of the relevant risks and to encourage appropriate regulatory action, including our engagement with policymakers and other developers.”",W,yes,6;4,ANN,,adjudicated,Agree.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-049,G,7.1. Internal Governance,"Responsible Scaling Officer:We will maintain theposition of Responsible Scaling Officer, a designated member of staff who is responsible for reducing catastrophic risk, primarily by ensuring this policy is designed and implemented effectively.",4. Governance,"Responsible Scaling Officer: We will maintain the position of RSO, a designated member of staff who is responsible for the implementation of this policy.",W,1,yes,SIL,NONE FOUND,low,"The RSO remit narrows from 'responsible for reducing catastrophic risk, primarily by ensuring this policy is designed and implemented effectively' to 'responsible for the implementation of this policy'; duty (6) (prompt Board notification of material noncompliance) leaves the duty list and reappears under Noncompliance reporting with a substantiation condition.",alternative R (rewording at the same modal force; duties otherwise identical); duty (1) loses the words to the Board of Directors; cand 13 (Exec Summary) merged,W,yes,1,SIL,,adjudicated,Agree.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-050,G,7.1. Internal Governance,"Readiness:We will develop internal safety proceduresfor incident scenarios. Such scenarios include (1) pausing training in response to reaching Capability Thresholds; (2) responding to a security incident involving model weights; and (3) responding to severe jailbreaks or vulnerabilities in deployed models, including restricting access in safety emergencies that cannot otherwise be mitigated. We will run exercises to ensure our readiness for incident scenarios.",(none),NONE,X,4,yes,SIL,NONE FOUND,high,"No v3.0 commitment to incident-scenario procedures (pausing training, weight-security incidents, severe jailbreaks) or readiness exercises.",added from full text (first sentence),X,yes,4,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-051,G,7.1. Internal Governance,"Transparency:We will share summaries of CapabilityReports and Safeguards Reports with Anthropic’s regular-clearance staff, redacting any highly-sensitive information. We will share a minimally redacted version of these reports with a subset of staff, to help us surface relevant technical safety considerations.",4. Governance,"Internal transparency: We will share final, unredacted Risk Reports with Anthropic’s regular-clearance staff.",S,5,yes,SIL,NONE FOUND,high,"Regular-clearance staff move from receiving 'summaries ... redacting any highly-sensitive information' to 'final, unredacted Risk Reports' (dim 5, more internal disclosure).",the minimally-redacted-subset tier disappears because the whole staff tier now receives unredacted reports,S,yes,5,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-052,G,7.1. Internal Governance,"Internal review:For each Capabilities or SafeguardsReport, we will solicit feedback from internal teams with visibility into the relevant activities, with the aims of informing future refinements to our methodology and, in some circumstances, identifying weaknesses and informing the CEO and RSO’s decisions.",3.4. Procedures,"Review and feedback: Separate internal reviewers will provide comprehensive feedback on the report, focusing on identifying potential methodological weaknesses, analytical gaps, or areas requiring additional evidence or clarification.",R,,no,NA,NA,medium,"Internal feedback on each report remains a 'will' commitment with the same purpose (identify weaknesses, inform decisions); 'internal teams with visibility into the relevant activities' becomes 'Separate internal reviewers'.","alternative S (separate reviewers implies independence from the drafting team, dim 3)",R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-053,G,7.1. Internal Governance,Noncompliance:We will maintain a process throughwhich Anthropic staff may anonymously notify the Responsible Scaling Officer of any potential instances of noncompliance with this policy.,4. Governance,"Noncompliance reporting: We will maintain a process for Anthropic staff to submit anonymous or identified reports regarding potential noncompliance with this policy. Staff will have more than one option for who receives these reports, including the RSO, and at least one executive who does not report to the RSO.",S,3,yes,SIL,NONE FOUND,medium,"Reports may be anonymous or identified and must have 'more than one option for who receives these reports, including the RSO, and at least one executive who does not report to the RSO' (dim 3, more recipients).",,S,yes,3,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-054,G,7.1. Internal Governance,"We will also establish a policy governing noncompliance reporting, which will (1) protect reporters from retaliation and (2) set forth a mechanism for escalating reports to one or more members of the Board of Directors in cases where the report relates to conduct of the Responsible Scaling Officer.",4. Governance,"Finally, we will protect reporters from retaliation, and where a report concerns the conduct of the RSO, at least one recipient will be a member of the Board.",R,,no,NA,NA,high,Anti-retaliation protection and Board-level receipt of reports concerning the RSO are retained at 'will' strength.,,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-055,G,7.1. Internal Governance,"Further, we will track and investigate any reported or otherwise identified potential instances of noncompliance with this policy. Where reports are substantiated, we will take appropriate and proportional corrective action and document the same.",4. Governance,"When we receive a report, we will promptly investigate, take appropriate and proportional corrective action if it is substantiated, and document the report and our findings.",R,,no,NA,NA,high,"Investigation, proportional corrective action where substantiated, and documentation are retained at 'will' strength.",cand 88 and 89 merged,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-056,G,7.1. Internal Governance,The Responsible Scaling Officer will regularly update the Board of Directors on substantial cases of noncompliance and overall trends.,4. Governance,"We will provide quarterly updates to the Board regarding reports of potential noncompliance, whether substantiated or not. If we determine that a report is (1) substantiated and (2) involves a material safety risk, we will promptly notify the Board and we may provide public notice of the same.",W,5;2,yes,SIL,NONE FOUND,low,S: quarterly updates now cover all reports 'whether substantiated or not' and public notice 'may' follow; W: the RSO duty to promptly notify the Board of 'any cases of noncompliance that pose material risk' now requires the report to be '(1) substantiated and (2) involves a material safety risk'.,"both directions present, W coded per codebook rule; alternative S; footnote 15 (quarterly summary reports for minimal-risk cases) and RSO duty (6) merged",W,yes,5;2,SIL,MIX,adjudicated,Agree; MIX.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-057,G,7.1. Internal Governance,"In addition to noncompliance processes, we will (1) establish pathways for Anthropic staff to raise any issues related to this policy, including the overall risk levels of our models and implementation challenges;",(none),NONE,X,1,yes,SIL,NONE FOUND,low,"No v3.0 channel for staff to raise 'any issues related to this policy, including the overall risk levels of our models'; the retained process covers reports of 'potential noncompliance' only.",companion? FCF; footnote 14; alternative W with counterpart 4. Governance item 3 (narrower object),L,yes,1,SIL,,adjudicated,"Staff issue-raising pathway survives in the RSP Noncompliance Policy (companion, in corpus) -> L; relocation to a companion is not announced -> SIL.",no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-058,G,7.1. Internal Governance,(2) regularly review our compliance with this policy’s procedural requirements.,4. Governance,Internal review: We will regularly conduct an internal review of our implementation of this policy.,R,,no,NA,NA,high,Regular internal review of compliance/implementation retained at 'will' strength.,footnote 14; merged with 7.2 item 4 last sentence (We will also do such reviews internally on a more regular cadence),R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-059,G,7.1. Internal Governance,"In cases where this policy is unintentionally ambiguous, we will act in accordance with the Responsible Scaling Officer or CEO’s judgment, and aim to clarify the ambiguity in the next policy update.",4. Governance,"The RSO’s duties will include (but are not limited to): (1) as needed, proposing updates to this policy; (2) approving relevant model development or deployment decisions based on our risk assessments; (3) reviewing major contracts (e.g., deployment partnerships) for consistency with this policy; (4) overseeing the implementation of this policy, including the allocation of sufficient resources; (5) receiving and addressing reports of potential instances of noncompliance; and (6) making judgment calls on policy interpretation and application.",W,4,yes,SIL,NONE FOUND,low,"The RSO's judgment on interpretation is retained, but the undertaking to 'aim to clarify the ambiguity in the next policy update' has no counterpart.","footnote 16; alternative R (the dropped clause is an aim, not a will)",W,yes,4,SIL,,adjudicated,Agree.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-060,G,7.1. Internal Governance,"Employee agreements:We will not impose contractual non-disparagement obligations on employees, candidates, or former employees in a way that could impede or discourage them from publicly raising safety concerns about Anthropic. If we offer agreements with a non-disparagement clause, that clause will not preclude raising safety concerns, nor will it preclude disclosure of the existence of that clause.",4. Governance,"Employee agreements: We will not impose contractual non-disparagement obligations on employees, candidates, or former employees in a way that could impede or discourage them from publicly raising safety concerns about Anthropic. If we offer agreements with a non-disparagement clause, that clause will not preclude raising safety concerns, nor will it preclude disclosure of the existence of that clause.",R,,no,NA,NA,high,Identical wording.,cand 94 and 95 merged,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-061,G,7.1. Internal Governance,"Policy changes:Changes to this policy will be proposedby the CEO and the Responsible Scaling Officer and approved by the Board of Directors, in consultation with the Long-Term Benefit Trust.17",4. Governance,"Policy changes: Changes to the RSP will be proposed by the CEO and RSO, and approved by the Board in consultation with the LTBT.",R,,no,NA,NA,high,"Same proposers (CEO and RSO), approver (Board) and consultee (LTBT); modal force unchanged.",,R,no,,NA,,adjudicated,Agree.,yes
ANT-2,Anthropic,v2.2,v3.0,ANT-2-062,G,7.1. Internal Governance,The current version of the RSP is accessible atwww.anthropic.com/rsp.We will update the public version of the RSP before any changes take effect and record any differences from the prior draft in a change log.,4. Governance,"If we update the RSP, we will publicly share the updated version prior to or on its effective date and will record the differences from the prior draft in the Change Log. We will maintain the current version of the RSP on our website.",W,2,yes,SIL,NONE FOUND,medium,"'We will update the public version of the RSP before any changes take effect' becomes 'prior to or on its effective date' (timing condition loosened, dim 2); change-log and website commitments retained.",added from full text; alternative R (same-day publication may be read as equivalent in practice),W,yes,2,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-063,EC5,7.2. Transparency and External Input,Public disclosures:We will publicly release key informationrelated to the evaluation and deployment of our models (not including sensitive details). These include summaries of related Capability and Safeguards reports when we deploy a model18as wellas plans for current and future comprehensive capability assessments and deployment and security safeguards.19,3.1. Scope and Timing,"Timing. We will publish a Risk Report every 3-6 months. Note that unlike system cards, Risk Reports will not be published with each new model release. Additionally: ● When we publicly deploy a model that we determine is significantly more capable than any of the models covered in the most recent Risk Report, we will publish a discussion (in our System Card or elsewhere) of how that model’s capabilities and propensities affect or change analysis in the Risk Report.",W,5;2,yes,ANN,[post] Risk Reports will be published online (with some redactions 1 ) every 3-6 months.,low,"S: full Risk Reports covering all deployed models replace 'summaries of related Capability and Safeguards reports' (dim 5); W: disclosure is no longer tied to each deployment ('Risk Reports will not be published with each new model release'), with a per-model discussion only for models 'significantly more capable' than those already covered (dim 2).","both directions present, W coded per rule; alternative S; the account identifies the new instrument and cadence but not the loss of per-deployment summaries; cand 14 (Exec Summary) merged",W,yes,5;2,ANN-P,MIX,adjudicated,"Risk Reports replace per-model summaries; MIX. Risk Reports announced, loss of per-model timing not -> ANN-P.",no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-064,EC5,7.2. Transparency and External Input,These will be posted towww.anthropic.com/rsp-updates.We anticipate providing updates at least every 6-12 months.,3.3. Contents,Looking forward: We will outline our plans for continuing to monitor and mitigate the relevant risks over time.,S,2,yes,ANN,[post] Risk Reports will be published online (with some redactions 1 ) every 3-6 months.,medium,"Forward-looking plans on assessments and safeguards move from updates 'at least every 6-12 months' to a Risk Report section 'every 3-6 months' (dim 2, more frequent).","footnote 19; the Frontier Safety Roadmap (coded as A row) is a second, more detailed forward-looking disclosure; alternative R",S,yes,2,ANN,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-065,EC5,7.2. Transparency and External Input,"Where possible, we will include descriptions of the empirical evaluation results we believe would indicate that a model is no longer safe to store under the ASL-2 Standard.",(none),NONE,X,5,yes,SIL,NONE FOUND,medium,No v3.0 commitment to publish descriptions of evaluation results that would indicate a model requires stronger safeguards.,footnote 19; alternative W with counterpart 3.3 (discuss whether we believe we’ve crossed relevant thresholds),X,yes,5,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-066,EC5,7.2. Transparency and External Input,We will also periodically release information on internal reports of potential instances of non-compliance and other implementation challenges we encounter.,4. Governance,"If we determine that a report is (1) substantiated and (2) involves a material safety risk, we will promptly notify the Board and we may provide public notice of the same.",W,4;5,yes,SIL,NONE FOUND,medium,"'We will also periodically release information on internal reports of potential instances of non-compliance and other implementation challenges' becomes 'we may provide public notice' only for substantiated reports involving a material safety risk (will -> may, dim 4; scope narrowed, dim 5).",companion? FCF (public compliance reporting may sit in the Frontier Compliance Framework),W,yes,4;5,SIL,,accepted,Accepted from first pass (spot-check tier).,no
